DateTime,Air temperature | (°C),Power generated by system | (MW),Pressure | (atm),Wind speed | (m/s)
1/20/2019 20:00,7.647,1.1877675,0.989375,3.583
1/20/2019 21:00,7.859,1.149895,0.988902,3.376
1/20/2019 22:00,7.758,1.1120225,0.988278,3.578
1/20/2019 23:00,7.352,1.07415,0.987915,3.843
1/21/2019 0:00,7.042,3.9,0.987584,4.88
1/21/2019 1:00,6.841,9.38849,0.987192,6.003
1/21/2019 2:00,6.466,8.46202,0.986742,5.886
1/21/2019 3:00,6.649,15.4948,0.986381,6.979
1/21/2019 4:00,6.536,12.9184,0.986094,6.613
1/21/2019 5:00,6.296,13.1752,0.98543,6.653
1/21/2019 6:00,5.978,18.875,0.98495,7.353
1/21/2019 7:00,6.067,24.804,0.984604,8.067
1/21/2019 8:00,6.327,39.7206,0.983737,9.606
1/21/2019 9:00,6.484,46.6658,0.983187,10.214
1/21/2019 10:00,6.183,33.2247,0.983037,8.906
1/21/2019 11:00,5.358,22.4735,0.983024,7.801
1/21/2019 12:00,5.189,23.0553,0.982841,7.861
1/21/2019 13:00,5.18,32.8366,0.982719,8.855
1/21/2019 14:00,4.944,52.0356,0.982122,10.717
1/21/2019 15:00,5.017,47.8022,0.98168,10.321
1/21/2019 16:00,5.07,2.9135,0.982368,4.621
1/21/2019 17:00,5.068,5.83256,0.98172,5.388
1/21/2019 18:00,5.494,20.3481,0.980647,7.539
1/21/2019 19:00,6.023,7.3958,0.980701,5.673
1/21/2019 20:00,6.561,12.5405,0.979898,6.568
1/21/2019 21:00,7.137,21.5036,0.979263,7.738
1/21/2019 22:00,7.668,23.9618,0.978628,8.101
1/21/2019 23:00,7.842,14.6621,0.97865,6.881
1/22/2019 0:00,8.157,21.1258,0.978514,7.698
1/22/2019 1:00,7.867,11.2252,0.978533,6.361
1/22/2019 2:00,7.935,6.26426,0.978755,5.45
1/22/2019 3:00,7.994,6.561148,0.979094,3.478
1/22/2019 4:00,8.056,6.858036,0.979211,2.016
1/22/2019 5:00,8.129,7.154924,0.979144,2.727
1/22/2019 6:00,8.121,7.451812,0.979071,3.364
1/22/2019 7:00,8.041,7.7487,0.979564,5.709
1/22/2019 8:00,7.959,2.39806,0.979917,4.405
1/22/2019 9:00,7.627,4.88004,0.980281,5.135
1/22/2019 10:00,6.574,10.8915,0.980595,6.233
1/22/2019 11:00,5.274,9.74984,0.980912,6.132
1/22/2019 12:00,5.723,4.20361,0.981043,5.006
1/22/2019 13:00,5.58,7.8505,0.981302,5.781
1/22/2019 14:00,5.133,4.39156,0.981735,5.005
1/22/2019 15:00,4.91,9.14653,0.982141,6.024
1/22/2019 16:00,5.26,7.95812,0.982126,5.724
1/22/2019 17:00,5.094,2.3468,0.982366,4.366
1/22/2019 18:00,4.626,1.2992,0.98251,3.952
1/22/2019 19:00,4.485,2.96705,0.982739,4.595
1/22/2019 20:00,4.13,4.09702,0.982906,4.928
1/22/2019 21:00,3.824,4.60314,0.982668,5.05
1/22/2019 22:00,3.465,6.28907,0.982702,5.441
1/22/2019 23:00,3.115,3.90559,0.982764,4.869
1/23/2019 0:00,2.902,5.23208,0.983153,5.195
1/23/2019 1:00,2.552,5.05418,0.983263,5.144
1/23/2019 2:00,2.284,2.36929,0.983586,4.365
1/23/2019 3:00,1.788,2.16788,0.983915,3.102
1/23/2019 4:00,0.92,1.96647,0.984046,2.512
1/23/2019 5:00,-0.587,1.76506,0.983845,4.144
1/23/2019 6:00,-0.691,5.3092,0.983911,5.186
1/23/2019 7:00,-0.981,6.2141,0.984168,5.422
1/23/2019 8:00,-1.001,6.56099,0.98428,5.489
1/23/2019 9:00,-0.708,11.2119,0.984216,6.228
1/23/2019 10:00,-0.76,9.49319,0.984175,5.98
1/23/2019 11:00,-0.882,6.67275,0.984428,5.483
1/23/2019 12:00,-0.921,4.39891,0.984722,4.973
1/23/2019 13:00,-0.961,3.87526,0.984964,4.837
1/23/2019 14:00,-0.58,2.15242,0.985154,4.282
1/23/2019 15:00,0.836,1.94614725,0.985293,2.926
1/23/2019 16:00,2.281,1.7398745000000002,0.985221,3.235
1/23/2019 17:00,3.2,1.53360175,0.984838,2.572
1/23/2019 18:00,4.241,1.3273290000000002,0.984404,2.382
1/23/2019 19:00,5.129,1.12105625,0.984092,2.385
1/23/2019 20:00,5.823,0.9147835,0.983724,2.648
1/23/2019 21:00,6.086,0.7085107500000001,0.9834,3.115
1/23/2019 22:00,5.653,0.502238,0.983271,3.623
1/23/2019 23:00,4.769,2.46045,0.983339,4.47
1/24/2019 0:00,3.873,1.99527,0.983383,4.28
1/24/2019 1:00,3.458,2.58202,0.983492,4.516
1/24/2019 2:00,3.157,8.37302,0.983662,5.826
1/24/2019 3:00,2.773,13.3225,0.983784,6.654
1/24/2019 4:00,2.281,15.8692,0.983813,6.976
1/24/2019 5:00,1.92,13.046,0.983493,6.619
1/24/2019 6:00,1.644,14.9187,0.98334,6.85
1/24/2019 7:00,1.243,14.2985,0.983435,6.778
1/24/2019 8:00,0.811,9.52424,0.983581,5.993
1/24/2019 9:00,0.435,5.86805,0.983591,5.325
1/24/2019 10:00,0.136,5.21536,0.983654,5.17
1/24/2019 11:00,-0.032,3.35853,0.98395,4.697
1/24/2019 12:00,-0.157,0.684646,0.984102,3.652
1/24/2019 13:00,-0.304,0.6781368,0.984235,2.795
1/24/2019 14:00,0.239,0.6716276,0.984528,1.312
1/24/2019 15:00,1.484,0.6651184,0.984802,0.669
1/24/2019 16:00,3.075,0.6586092,0.985017,1.255
1/24/2019 17:00,4.715,0.6521,0.9849,1.665
1/24/2019 18:00,6.241,0.6455908,0.984837,1.732
1/24/2019 19:00,7.51,0.6390816,0.984767,2.132
1/24/2019 20:00,8.306,0.6325724,0.984607,2.649
1/24/2019 21:00,8.865,0.6260632,0.984403,3.065
1/24/2019 22:00,8.929,0.619554,0.984179,3.64
1/24/2019 23:00,7.883,4.53913,0.984165,5.108
1/25/2019 0:00,7.039,11.3327,0.984217,6.336
1/25/2019 1:00,6.617,24.6692,0.984368,8.154
1/25/2019 2:00,6.068,23.6742,0.984735,8.009
1/25/2019 3:00,5.186,24.4241,0.984998,8.013
1/25/2019 4:00,4.188,22.2971,0.985096,7.751
1/25/2019 5:00,2.775,29.2558,0.98488,8.493
1/25/2019 6:00,1.532,28.4071,0.984817,8.384
1/25/2019 7:00,0.769,26.0457,0.98498,8.13
1/25/2019 8:00,0.342,25.7869,0.985151,8.097
1/25/2019 9:00,-0.519,20.147,0.985224,7.44
1/25/2019 10:00,-1.065,16.0992,0.985279,6.959
1/25/2019 11:00,-1.139,15.5707,0.985568,6.896
1/25/2019 12:00,-1.294,15.4026,0.985714,6.875
1/25/2019 13:00,-1.804,16.4885,0.985996,7.0
1/25/2019 14:00,-0.569,10.7301,0.986329,6.152
1/25/2019 15:00,2.231,2.66699,0.986768,4.469
1/25/2019 16:00,4.161,7.36873,0.98703,5.606
1/25/2019 17:00,5.076,12.0808,0.986994,6.474
1/25/2019 18:00,5.7,14.4517,0.987015,6.873
1/25/2019 19:00,6.276,17.8651,0.986988,7.322
1/25/2019 20:00,6.672,21.3108,0.986988,7.756
1/25/2019 21:00,6.584,20.9067,0.987033,7.679
1/25/2019 22:00,5.973,20.9043,0.987088,7.643
1/25/2019 23:00,4.125,24.898,0.987415,8.054
1/26/2019 0:00,1.93,32.6143,0.987741,8.779
1/26/2019 1:00,0.958,45.0968,0.988114,9.962
1/26/2019 2:00,-0.687,38.6021,0.98854,9.364
1/26/2019 3:00,-1.394,26.368,0.988896,8.127
1/26/2019 4:00,-1.999,22.4593,0.988997,7.751
1/26/2019 5:00,-2.38,12.7358,0.989021,6.603
1/26/2019 6:00,-2.556,12.2276,0.989157,6.479
1/26/2019 7:00,-2.481,12.4987,0.98925,6.54
1/26/2019 8:00,-2.699,5.96998,0.989353,5.334
1/26/2019 9:00,-2.958,5.65192,0.989127,5.29
1/26/2019 10:00,-3.156,4.12945,0.988822,4.938
1/26/2019 11:00,-3.314,3.973543076923077,0.988935,2.798
1/26/2019 12:00,-3.404,3.8176361538461543,0.988771,2.18
1/26/2019 13:00,-3.641,3.661729230769231,0.988676,1.292
1/26/2019 14:00,-2.827,3.505822307692308,0.98854,1.308
1/26/2019 15:00,-0.958,3.349915384615385,0.988438,0.936
1/26/2019 16:00,1.1,3.194008461538462,0.988077,1.073
1/26/2019 17:00,2.99,3.0381015384615386,0.987414,1.35
1/26/2019 18:00,4.75,2.8821946153846154,0.986798,1.51
1/26/2019 19:00,6.324,2.7262876923076926,0.986199,1.802
1/26/2019 20:00,7.596,2.5703807692307694,0.985715,2.472
1/26/2019 21:00,8.344,2.4144738461538466,0.985089,2.904
1/26/2019 22:00,8.26,2.2585669230769234,0.984451,3.464
1/26/2019 23:00,4.901,2.10266,0.984034,4.323
1/27/2019 0:00,2.764,14.1306,0.983866,6.844
1/27/2019 1:00,1.473,21.891,0.983695,7.79
1/27/2019 2:00,0.873,24.8991,0.983546,8.119
1/27/2019 3:00,0.306,22.2471,0.983366,7.764
1/27/2019 4:00,-0.106,26.4811,0.98318,8.194
1/27/2019 5:00,-0.327,31.7672,0.982775,8.724
1/27/2019 6:00,-0.399,29.0683,0.982624,8.465
1/27/2019 7:00,-0.303,31.5048,0.982485,8.71
1/27/2019 8:00,-0.203,33.275,0.9825,8.847
1/27/2019 9:00,-0.498,36.3501,0.982358,9.137
1/27/2019 10:00,-0.741,36.2931,0.982135,9.125
1/27/2019 11:00,-0.83,23.7135,0.982029,7.883
1/27/2019 12:00,-0.832,20.3845,0.981902,7.484
1/27/2019 13:00,-1.035,20.1525,0.981669,7.451
1/27/2019 14:00,1.118,14.5474,0.981471,6.806
1/27/2019 15:00,4.026,1.96969,0.981208,4.233
1/27/2019 16:00,6.256,2.003963333333333,0.980753,2.701
1/27/2019 17:00,8.665,2.0382366666666667,0.979768,3.206
1/27/2019 18:00,10.742,2.07251,0.979209,4.286
1/27/2019 19:00,12.157,4.87656,0.978696,5.156
1/27/2019 20:00,12.914,9.42415,0.978272,6.055
1/27/2019 21:00,13.181,10.5554,0.97779,6.233
1/27/2019 22:00,12.011,10.7695,0.977495,6.269
1/27/2019 23:00,10.319,18.9791,0.977632,7.424
1/28/2019 0:00,9.309,27.2379,0.977843,8.373
1/28/2019 1:00,8.624,18.9536,0.977803,7.4
1/28/2019 2:00,8.391,22.8699,0.9779,7.888
1/28/2019 3:00,7.862,21.8793,0.977909,7.786
1/28/2019 4:00,7.585,19.4678,0.977694,7.454
1/28/2019 5:00,5.997,29.9227,0.977712,8.605
1/28/2019 6:00,4.236,41.1444,0.977955,9.714
1/28/2019 7:00,2.607,30.0331,0.97837,8.588
1/28/2019 8:00,1.511,36.9249,0.978691,9.253
1/28/2019 9:00,0.301,47.1565,0.978879,10.16
1/28/2019 10:00,-0.865,36.4434,0.97924,9.149
1/28/2019 11:00,-2.017,24.3893,0.979912,7.991
1/28/2019 12:00,-2.784,20.1213,0.980364,7.482
1/28/2019 13:00,-3.169,14.3779,0.980586,6.841
1/28/2019 14:00,-3.01,12.6428,0.981046,6.584
1/28/2019 15:00,-2.167,18.1184,0.981399,7.269
1/28/2019 16:00,-1.241,21.2605,0.981801,7.634
1/28/2019 17:00,-0.601,27.2798,0.981858,8.252
1/28/2019 18:00,-0.236,30.8835,0.982007,8.629
1/28/2019 19:00,0.358,32.689,0.981967,8.805
1/28/2019 20:00,0.591,44.3468,0.982064,9.935
1/28/2019 21:00,0.267,56.2579,0.982451,11.144
1/28/2019 22:00,-0.767,56.7369,0.983164,11.175
1/28/2019 23:00,-1.915,39.188,0.983954,9.44
1/29/2019 0:00,-3.123,58.3697,0.984719,11.334
1/29/2019 1:00,-4.082,39.4838,0.985441,9.428
1/29/2019 2:00,-4.619,41.7962,0.985918,9.626
1/29/2019 3:00,-5.042,25.3325,0.986477,8.025
1/29/2019 4:00,-5.396,16.1381,0.986872,6.956
1/29/2019 5:00,-5.769,14.0832,0.986927,6.761
1/29/2019 6:00,-6.125,11.7278,0.987295,6.35
1/29/2019 7:00,-6.408,6.76995,0.98778,5.478
1/29/2019 8:00,-6.739,3.1403,0.988168,4.593
1/29/2019 9:00,-7.042,1.20379,0.988467,3.87
1/29/2019 10:00,-7.26,1.2159799999999998,0.988609,2.712
1/29/2019 11:00,-7.442,1.22817,0.988915,1.891
1/29/2019 12:00,-7.631,1.24036,0.989219,0.813
1/29/2019 13:00,-7.804,1.25255,0.989489,0.778
1/29/2019 14:00,-7.193,1.26474,0.989708,1.169
1/29/2019 15:00,-5.715,1.27693,0.989938,1.827
1/29/2019 16:00,-4.272,1.28912,0.989751,2.44
1/29/2019 17:00,-2.669,1.30131,0.989079,2.927
1/29/2019 18:00,-1.01,1.3135000000000001,0.988384,3.431
1/29/2019 19:00,0.425,1.32569,0.987821,3.946
1/29/2019 20:00,1.677,2.60845,0.987209,4.446
1/29/2019 21:00,2.495,3.82692,0.986567,4.836
1/29/2019 22:00,2.599,6.33798,0.986014,5.441
1/29/2019 23:00,-0.541,11.3627,0.985662,6.296
1/30/2019 0:00,-2.437,23.1787,0.985587,7.816
1/30/2019 1:00,-1.545,31.882,0.985689,8.693
1/30/2019 2:00,-1.643,32.6363,0.985845,8.762
1/30/2019 3:00,-1.996,31.6042,0.985891,8.674
1/30/2019 4:00,-2.412,33.4703,0.985772,8.825
1/30/2019 5:00,-2.334,34.2751,0.985378,8.895
1/30/2019 6:00,-2.496,30.299,0.985277,8.547
1/30/2019 7:00,-2.505,31.9691,0.985241,8.692
1/30/2019 8:00,-2.501,24.4904,0.985279,7.944
1/30/2019 9:00,-2.462,18.2756,0.985165,7.219
1/30/2019 10:00,-3.119,17.3005,0.98503,7.098
1/30/2019 11:00,-3.877,15.6186,0.985112,6.893
1/30/2019 12:00,-4.232,17.1716,0.985193,7.082
1/30/2019 13:00,-4.381,20.6557,0.985397,7.588
1/30/2019 14:00,-2.053,19.4663,0.985641,7.445
1/30/2019 15:00,0.37,4.00034,0.98581,4.882
1/30/2019 16:00,1.578,1.17952,0.985829,3.886
1/30/2019 17:00,3.006,2.22211,0.985648,4.313
1/30/2019 18:00,3.954,5.49456,0.985493,5.255
1/30/2019 19:00,4.267,12.5989,0.985512,6.56
1/30/2019 20:00,4.164,16.3669,0.985512,7.04
1/30/2019 21:00,4.029,19.0788,0.985467,7.359
1/30/2019 22:00,3.268,23.2986,0.985467,7.868
1/30/2019 23:00,1.202,34.3632,0.985639,8.953
1/31/2019 0:00,-1.035,53.6215,0.986267,10.741
1/31/2019 1:00,-2.623,55.2467,0.987001,10.972
1/31/2019 2:00,-3.99,51.6331,0.98767,10.623
1/31/2019 3:00,-5.067,42.568,0.988189,9.713
1/31/2019 4:00,-5.939,43.3689,0.988512,9.72
1/31/2019 5:00,-6.668,37.9328,0.988597,9.185
1/31/2019 6:00,-7.145,30.7144,0.988811,8.518
1/31/2019 7:00,-7.717,23.3341,0.989172,7.751
1/31/2019 8:00,-8.037,14.0011,0.989377,6.653
1/31/2019 9:00,-8.237,12.7279,0.989321,6.47
1/31/2019 10:00,-8.443,6.81952,0.989263,5.47
1/31/2019 11:00,-8.626,7.12473,0.989304,5.551
1/31/2019 12:00,-8.835,4.16043,0.98916,4.898
1/31/2019 13:00,-9.06,3.04966,0.989064,4.597
1/31/2019 14:00,-8.677,2.55007,0.988974,4.428
1/31/2019 15:00,-7.622,1.84288,0.988808,4.152
1/31/2019 16:00,-6.177,1.8336325,0.988291,3.56
1/31/2019 17:00,-4.447,1.8243850000000001,0.987519,2.565
1/31/2019 18:00,-2.846,1.8151375,0.986844,2.27
1/31/2019 19:00,-1.512,1.80589,0.986131,1.726
1/31/2019 20:00,-0.205,1.7966425000000001,0.985292,1.356
1/31/2019 21:00,0.69,1.787395,0.984699,0.911
1/31/2019 22:00,0.795,1.7781475,0.983998,0.566
1/31/2019 23:00,-0.099,1.7689000000000001,0.983758,0.357
2/1/2019 0:00,-0.507,1.7596525,0.983513,1.296
2/1/2019 1:00,-0.491,1.750405,0.983211,1.254
2/1/2019 2:00,-0.384,1.7411575000000001,0.982703,2.227
2/1/2019 3:00,-0.682,1.73191,0.982016,4.135
2/1/2019 4:00,-0.08,9.19448,0.981515,5.942
2/1/2019 5:00,0.167,13.9832,0.980619,6.728
2/1/2019 6:00,0.27,15.8719,0.980267,7.03
2/1/2019 7:00,-0.713,11.0939,0.980103,6.243
2/1/2019 8:00,-1.214,7.13714,0.979564,3.357
2/1/2019 9:00,-0.546,3.18038,0.978739,4.654
2/1/2019 10:00,0.097,4.15703,0.978291,4.933
2/1/2019 11:00,0.675,1.91085,0.977678,4.212
2/1/2019 12:00,0.474,5.11935,0.977053,5.165
2/1/2019 13:00,0.531,10.0192,0.976224,6.081
2/1/2019 14:00,0.63,11.4319,0.975694,6.324
2/1/2019 15:00,0.88,11.2593,0.975544,6.286
2/1/2019 16:00,1.404,9.02014,0.975236,5.934
2/1/2019 17:00,1.732,5.91353,0.974701,5.363
2/1/2019 18:00,2.24,0.899747,0.974084,3.761
2/1/2019 19:00,2.674,0.9784564166666666,0.973572,2.707
2/1/2019 20:00,2.973,1.0571658333333334,0.972798,2.636
2/1/2019 21:00,3.133,1.13587525,0.972298,1.925
2/1/2019 22:00,2.952,1.2145846666666666,0.971709,2.292
2/1/2019 23:00,2.224,1.2932940833333333,0.971933,2.464
2/2/2019 0:00,2.057,1.3720035,0.971658,1.967
2/2/2019 1:00,2.148,1.4507129166666668,0.97166,2.521
2/2/2019 2:00,2.198,1.5294223333333332,0.971481,2.25
2/2/2019 3:00,2.035,1.60813175,0.971958,1.94
2/2/2019 4:00,1.932,1.6868411666666665,0.971971,2.555
2/2/2019 5:00,1.919,1.7655505833333334,0.971624,2.931
2/2/2019 6:00,2.077,1.84426,0.971704,4.19
2/2/2019 7:00,2.067,1.95658,0.97181,4.23
2/2/2019 8:00,1.999,3.28973,0.972102,4.69
2/2/2019 9:00,1.824,3.49932,0.972398,4.81
2/2/2019 10:00,1.173,5.75733,0.972673,5.363
2/2/2019 11:00,1.241,3.75075,0.973075,4.872
2/2/2019 12:00,1.064,3.33545,0.973398,4.745
2/2/2019 13:00,0.713,4.12296,0.973748,4.981
2/2/2019 14:00,0.532,3.29318,0.974224,4.735
2/2/2019 15:00,0.977,3.2623,0.974814,4.699
2/2/2019 16:00,1.464,3.88524,0.975305,4.86
2/2/2019 17:00,2.321,7.04862,0.975538,5.573
2/2/2019 18:00,2.952,9.1328,0.97592,5.962
2/2/2019 19:00,3.403,11.5996,0.976361,6.386
2/2/2019 20:00,3.378,9.72026,0.977046,6.051
2/2/2019 21:00,3.459,10.6922,0.977444,6.255
2/2/2019 22:00,3.938,20.6301,0.977781,7.569
2/2/2019 23:00,2.51,22.1558,0.978444,7.753
2/3/2019 0:00,0.678,41.1864,0.979452,9.679
2/3/2019 1:00,-1.393,36.5617,0.980507,9.157
2/3/2019 2:00,-2.54,28.3021,0.9813,8.352
2/3/2019 3:00,-2.818,46.8875,0.982049,10.077
2/3/2019 4:00,-2.644,43.5202,0.982537,9.839
2/3/2019 5:00,-3.103,32.9921,0.982735,8.788
2/3/2019 6:00,-3.757,21.3808,0.983156,7.569
2/3/2019 7:00,-4.121,9.65508,0.983897,5.99
2/3/2019 8:00,-4.339,18.286,0.984466,7.199
2/3/2019 9:00,-4.87,14.3715,0.985052,6.739
2/3/2019 10:00,-5.184,12.1991,0.985534,6.416
2/3/2019 11:00,-5.48,6.35104,0.986159,5.41
2/3/2019 12:00,-5.83,4.53035,0.986619,4.984
2/3/2019 13:00,-6.222,4.39533,0.9871,5.032
2/3/2019 14:00,-4.469,3.60147,0.987652,4.75
2/3/2019 15:00,-2.32,3.59197,0.988162,3.531
2/3/2019 16:00,-0.252,3.58247,0.988367,4.757
2/3/2019 17:00,1.348,8.09865,0.988377,5.725
2/3/2019 18:00,2.524,13.9891,0.988116,6.783
2/3/2019 19:00,3.51,11.9891,0.987941,6.467
2/3/2019 20:00,4.251,13.8027,0.987709,6.77
2/3/2019 21:00,4.482,17.8166,0.987595,7.317
2/3/2019 22:00,4.043,14.5175,0.987468,6.917
2/3/2019 23:00,0.235,8.21268,0.987354,5.763
2/4/2019 0:00,-2.366,17.7523,0.987741,7.163
2/4/2019 1:00,-3.01,19.5668,0.988282,7.357
2/4/2019 2:00,-3.498,17.1993,0.988687,7.073
2/4/2019 3:00,-4.11,12.2977,0.988984,6.436
2/4/2019 4:00,-4.443,6.12218,0.989246,5.354
2/4/2019 5:00,-4.651,3.44671,0.98899,4.703
2/4/2019 6:00,-4.751,3.4902,0.989002,4.714
2/4/2019 7:00,-4.791,5.68863,0.989088,5.257
2/4/2019 8:00,-4.758,6.80499,0.989097,5.493
2/4/2019 9:00,-4.806,12.4109,0.989128,6.457
2/4/2019 10:00,-4.48,13.0432,0.98906,6.559
2/4/2019 11:00,-4.281,23.8917,0.989008,7.86
2/4/2019 12:00,-4.574,23.2631,0.989203,7.784
2/4/2019 13:00,-4.858,13.0364,0.989741,6.651
2/4/2019 14:00,-2.887,14.7119,0.990207,6.803
2/4/2019 15:00,-0.697,3.77725,0.990675,4.806
2/4/2019 16:00,0.538,2.10361,0.991185,4.261
2/4/2019 17:00,1.296,2.09733,0.991306,4.276
2/4/2019 18:00,2.23,2.81904,0.991371,4.525
2/4/2019 19:00,3.202,6.4396,0.991179,5.459
2/4/2019 20:00,3.816,8.10082,0.991069,5.729
2/4/2019 21:00,4.17,9.11203,0.990876,5.936
2/4/2019 22:00,3.514,14.3816,0.990873,6.789
2/4/2019 23:00,0.098,23.9944,0.991062,7.904
2/5/2019 0:00,-2.736,32.2468,0.991355,8.696
2/5/2019 1:00,-3.365,25.6189,0.991748,8.032
2/5/2019 2:00,-4.595,27.4631,0.992237,8.203
2/5/2019 3:00,-5.179,40.6943,0.992747,9.49
2/5/2019 4:00,-4.861,34.8683,0.993086,8.907
2/5/2019 5:00,-4.948,29.8377,0.993188,8.466
2/5/2019 6:00,-4.945,28.0883,0.993356,8.294
2/5/2019 7:00,-4.974,23.5383,0.993578,7.854
2/5/2019 8:00,-5.41,16.4193,0.993767,7.02
2/5/2019 9:00,-6.196,13.5175,0.993959,6.646
2/5/2019 10:00,-6.037,26.6752,0.994342,8.138
2/5/2019 11:00,-5.524,35.6782,0.994935,8.943
2/5/2019 12:00,-6.174,30.382,0.995323,8.513
2/5/2019 13:00,-6.643,21.2939,0.995772,7.563
2/5/2019 14:00,-6.229,13.6991,0.996258,6.679
2/5/2019 15:00,-5.132,8.29655,0.996682,5.743
2/5/2019 16:00,-3.665,7.32422,0.996794,5.562
2/5/2019 17:00,-2.26,7.22354,0.996523,5.546
2/5/2019 18:00,-1.103,5.31328,0.996312,5.172
2/5/2019 19:00,-0.095,3.88195,0.995991,4.828
2/5/2019 20:00,0.599,3.75211,0.995697,4.794
2/5/2019 21:00,0.89,2.61642,0.995435,4.438
2/5/2019 22:00,0.692,2.17213,0.995175,4.285
2/5/2019 23:00,-1.586,2.99595,0.995145,4.562
2/6/2019 0:00,-3.746,6.26891,0.995053,5.379
2/6/2019 1:00,-4.293,8.65779,0.995174,5.855
2/6/2019 2:00,-4.415,14.1701,0.995225,6.703
2/6/2019 3:00,-4.834,14.02,0.995188,6.672
2/6/2019 4:00,-5.133,9.41812,0.995043,5.928
2/6/2019 5:00,-5.142,7.17945,0.994718,5.538
2/6/2019 6:00,-5.309,4.47101,0.994559,4.97
2/6/2019 7:00,-5.531,2.84738,0.994461,4.503
2/6/2019 8:00,-5.65,1.31969,0.994308,3.931
2/6/2019 9:00,-6.001,1.384125,0.994124,3.554
2/6/2019 10:00,-6.004,1.44856,0.993898,3.074
2/6/2019 11:00,-5.849,1.512995,0.993786,3.252
2/6/2019 12:00,-5.862,1.57743,0.993603,4.045
2/6/2019 13:00,-5.581,9.27425,0.993462,5.9
2/6/2019 14:00,-3.881,9.07605,0.993173,5.869
2/6/2019 15:00,-1.522,1.01661,0.992755,3.795
2/6/2019 16:00,1.084,0.720132,0.992069,3.686
2/6/2019 17:00,3.63,2.15328,0.990933,4.284
2/6/2019 18:00,5.96,4.38352,0.989715,4.987
2/6/2019 19:00,7.743,10.3136,0.988612,6.16
2/6/2019 20:00,8.909,15.5865,0.987602,7.043
2/6/2019 21:00,9.497,21.2933,0.986771,7.784
2/6/2019 22:00,9.054,19.4679,0.985997,7.526
2/6/2019 23:00,4.661,31.8332,0.985514,8.841
2/7/2019 0:00,1.678,57.2041,0.985183,11.461
2/7/2019 1:00,0.662,59.7018,0.984915,12.663
2/7/2019 2:00,-0.318,59.8981,0.984616,12.677
2/7/2019 3:00,-0.48,59.9183,0.984364,12.738
2/7/2019 4:00,-0.448,59.8969,0.984128,12.553
2/7/2019 5:00,-0.389,59.8646,0.983811,12.728
2/7/2019 6:00,-0.427,59.8567,0.983543,12.321
2/7/2019 7:00,-0.37,58.7076,0.98336,11.619
2/7/2019 8:00,-0.226,46.5349,0.983366,10.087
2/7/2019 9:00,0.282,35.1854,0.983491,9.086
2/7/2019 10:00,0.516,41.7795,0.983822,9.863
2/7/2019 11:00,1.157,23.1259,0.984397,7.93
2/7/2019 12:00,1.618,28.0389,0.984874,8.358
2/7/2019 13:00,2.159,33.3902,0.985375,8.866
2/7/2019 14:00,1.199,21.713,0.986037,7.66
2/7/2019 15:00,1.553,6.53423,0.986516,5.467
2/7/2019 16:00,2.81,2.73689,0.986798,4.491
2/7/2019 17:00,4.162,1.3771,0.986754,3.976
2/7/2019 18:00,5.461,2.13528,0.986512,4.291
2/7/2019 19:00,6.421,1.3403,0.986332,3.968
2/7/2019 20:00,7.156,1.92715,0.986102,4.222
2/7/2019 21:00,7.515,1.97169,0.985956,4.239
2/7/2019 22:00,7.282,2.4607,0.985914,4.414
2/7/2019 23:00,5.545,4.71313,0.986049,5.069
2/8/2019 0:00,3.29,15.5094,0.98633,6.942
2/8/2019 1:00,2.118,32.4699,0.986671,8.842
2/8/2019 2:00,1.102,38.1178,0.986801,9.451
2/8/2019 3:00,0.216,37.8369,0.986879,9.427
2/8/2019 4:00,-0.727,38.2215,0.986827,9.458
2/8/2019 5:00,-1.089,36.8784,0.986576,9.289
2/8/2019 6:00,-1.217,30.2404,0.986685,8.658
2/8/2019 7:00,-0.204,15.2383,0.986869,6.934
2/8/2019 8:00,-0.142,9.628,0.98717,6.014
2/8/2019 9:00,-0.286,8.05414,0.987506,5.709
2/8/2019 10:00,-0.528,10.3,0.987795,6.1
2/8/2019 11:00,-0.883,11.6794,0.988199,6.334
2/8/2019 12:00,-1.246,11.0922,0.988518,6.226
2/8/2019 13:00,-2.311,13.0418,0.98881,6.569
2/8/2019 14:00,-2.207,11.4846,0.989171,6.268
2/8/2019 15:00,-1.206,9.62825,0.989404,5.999
2/8/2019 16:00,0.359,8.82742,0.989304,5.877
2/8/2019 17:00,1.943,6.76405,0.988853,5.51
2/8/2019 18:00,3.327,4.12278,0.988521,4.914
2/8/2019 19:00,4.525,4.15665,0.988175,4.927
2/8/2019 20:00,5.34,3.46407,0.987849,4.737
2/8/2019 21:00,5.756,2.3718,0.987529,4.372
2/8/2019 22:00,5.572,4.11118,0.987228,4.926
2/8/2019 23:00,4.109,7.00406,0.987186,5.548
2/9/2019 0:00,1.735,11.865,0.987288,6.413
2/9/2019 1:00,0.711,25.8428,0.987531,8.176
2/9/2019 2:00,-0.379,34.1722,0.987686,9.01
2/9/2019 3:00,-0.898,35.435,0.987645,9.126
2/9/2019 4:00,-1.435,28.6685,0.987603,8.494
2/9/2019 5:00,-1.87,24.6576,0.987362,8.063
2/9/2019 6:00,-2.041,24.3235,0.987259,8.019
2/9/2019 7:00,-2.18,20.5736,0.987384,7.569
2/9/2019 8:00,-1.966,12.4311,0.987597,6.559
